time,temperature_2m,relative_humidity_2m,precipitation,dewpoint_2m,wind_speed_10m,wind_direction_10m,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi_offset,co_offset,no_offset,no2_offset,o3_offset,so2_offset,pm2_5_offset,pm10_offset,nh3_offset
2021-02-05 16:00:00,7.4,76,0.0,3.5,2.2,279,2.0,440.6,5.98,28.45,6.62,3.31,13.67,16.44,6.33,1.0,181.91,0.05,3.13,62.94,0.2,0.7,0.99,2.31
2021-02-05 17:00:00,5.0,84,0.0,2.6,2.5,82,2.0,480.65,9.61,31.87,0.74,4.35,16.48,20.11,8.11,1.0,185.25,0.01,4.8,55.08,0.27,0.95,1.38,2.88
2021-02-05 18:00:00,3.8,83,0.0,1.1,2.4,117,2.0,514.03,13.64,31.19,0.13,5.48,18.72,23.11,9.25,1.0,190.26,0.0,5.48,50.78,0.32,1.17,1.74,3.17
2021-02-05 19:00:00,4.7,71,0.0,-0.2,3.7,101,4.0,674.25,23.92,32.9,0.02,9.3,27.59,32.71,11.78,1.0,201.94,0.0,6.68,45.06,0.47,1.7,2.55,3.36
2021-02-05 20:00:00,3.9,69,0.0,-1.2,4.0,117,4.0,881.2,35.76,37.01,0.0,14.54,39.35,45.08,15.83,1.0,213.62,0.0,7.71,37.55,0.53,2.27,3.46,3.23
2021-02-05 21:00:00,3.8,68,0.0,-1.6,4.7,122,4.0,1014.71,41.57,39.07,0.0,18.12,46.75,52.83,19.0,1.0,216.96,0.01,7.8,33.26,0.51,2.51,3.89,2.85
2021-02-05 22:00:00,5.5,58,0.0,-2.0,5.4,132,4.0,1028.06,41.13,39.41,0.0,18.6,47.56,53.39,20.01,1.0,210.29,0.01,7.28,31.11,0.41,2.37,3.72,2.5
2021-02-05 23:00:00,4.6,62,0.0,-2.0,6.3,149,4.0,947.95,35.76,38.73,0.0,15.26,42.82,48.15,18.75,1.0,200.27,0.01,6.26,30.76,0.24,1.95,3.03,2.25
2021-02-06 00:00:00,4.8,61,0.0,-2.1,10.2,162,4.0,814.44,26.38,37.01,0.02,10.13,35.66,41.02,15.58,1.0,191.93,0.0,4.93,32.9,0.16,1.57,2.38,2.06
2021-02-06 01:00:00,6.6,51,0.0,-2.8,7.5,145,4.0,640.87,13.64,34.27,0.27,4.41,27.02,33.19,9.37,1.0,186.92,0.0,3.51,37.55,0.11,1.2,1.8,1.84
2021-02-06 02:00:00,5.9,56,0.0,-2.3,5.6,140,3.0,514.03,4.25,32.9,1.79,2.59,21.13,28.42,8.04,1.0,183.58,0.0,2.55,42.2,0.09,0.95,1.44,1.76
2021-02-06 03:00:00,5.5,56,0.0,-2.6,5.4,132,2.0,447.27,0.61,30.16,6.62,2.35,18.47,26.61,8.87,1.0,185.25,0.0,1.99,45.78,0.09,0.82,1.23,1.73
2021-02-06 04:00:00,4.8,59,0.0,-2.6,5.9,128,2.0,433.92,0.15,28.1,11.62,2.56,17.82,26.28,10.39,1.0,185.25,0.0,1.65,50.07,0.09,0.76,1.12,1.66
2021-02-06 05:00:00,4.8,57,0.0,-3.0,5.0,120,2.0,413.9,0.08,26.39,15.74,2.83,16.99,25.46,11.4,1.0,186.92,0.0,1.59,52.21,0.09,0.74,1.07,1.63
2021-02-06 06:00:00,7.0,43,0.0,-4.7,4.3,138,2.0,417.23,0.2,27.08,16.09,3.82,17.06,25.44,11.91,1.0,190.26,0.0,1.99,55.08,0.14,0.77,1.12,1.58
2021-02-06 07:00:00,5.7,52,0.0,-3.3,6.4,128,3.0,487.33,1.3,35.3,8.14,5.31,20.45,28.92,11.65,1.0,193.6,0.0,2.87,57.22,0.2,0.79,1.17,1.62
2021-02-06 08:00:00,6.7,53,0.0,-2.3,4.8,132,3.0,560.76,4.86,38.73,1.95,5.07,24.17,32.72,9.75,1.0,193.6,0.01,3.43,57.22,0.22,0.79,1.19,1.73
2021-02-06 09:00:00,8.3,61,0.0,1.2,2.8,130,4.0,574.11,7.38,34.96,3.09,3.58,25.0,33.15,7.22,1.0,191.93,0.02,3.34,57.22,0.22,0.76,1.17,1.79
2021-02-06 10:00:00,9.4,50,0.0,-0.5,3.6,143,2.0,480.65,5.2,26.05,14.84,2.47,18.92,25.31,5.45,1.0,190.26,0.05,3.13,55.79,0.22,0.73,1.12,1.92
2021-02-06 11:00:00,10.1,47,0.0,-0.9,5.6,153,2.0,440.6,6.15,20.74,21.1,2.06,16.44,22.66,4.56,1.0,191.93,0.11,3.21,52.93,0.23,0.79,1.15,2.22
2021-02-06 12:00:00,11.2,42,0.0,-1.2,7.6,155,2.0,420.57,6.71,17.99,25.39,1.94,15.42,22.83,4.18,1.0,195.27,0.21,3.38,51.5,0.23,0.84,1.18,2.44
2021-02-06 13:00:00,11.4,40,0.1,-1.6,10.9,172,2.0,287.06,1.17,12.17,43.63,1.21,9.62,21.16,3.01,1.0,190.26,0.19,2.46,58.65,0.17,0.73,0.99,1.92
2021-02-06 14:00:00,11.5,41,0.0,-1.3,10.9,172,2.0,226.97,0.35,7.37,54.36,0.86,7.64,24.3,2.28,1.0,186.92,0.16,2.19,60.8,0.16,0.81,1.1,1.74
2021-02-06 15:00:00,10.1,51,0.2,0.3,6.9,186,2.0,200.27,0.15,5.01,59.37,0.69,7.4,28.32,1.92,1.0,186.92,0.14,2.44,59.37,0.18,0.99,1.39,1.87
2021-02-06 16:00:00,8.0,61,0.2,0.9,4.7,180,2.0,191.93,0.05,4.33,61.51,0.61,7.35,28.43,1.76,1.0,190.26,0.11,3.51,55.08,0.22,1.13,1.67,2.22
2021-02-06 17:00:00,7.0,59,0.0,-0.4,7.1,156,2.0,193.6,0.0,3.86,64.37,0.56,7.69,26.4,1.54,1.0,191.93,0.02,4.84,49.35,0.26,1.25,1.91,2.6
2021-02-06 18:00:00,6.7,64,0.4,0.4,10.8,143,2.0,201.94,0.0,3.3,68.67,0.57,8.01,23.46,1.24,1.0,193.6,0.0,5.18,47.21,0.3,1.38,2.13,2.85
2021-02-06 19:00:00,6.1,69,0.1,0.9,15.5,144,2.0,211.95,0.0,3.3,70.81,0.69,7.6,21.1,1.01,1.0,198.6,0.0,5.57,45.42,0.38,1.71,2.6,3.23
2021-02-06 20:00:00,5.7,69,0.1,0.5,19.0,143,2.0,223.64,0.0,3.98,67.95,0.86,7.88,21.22,1.01,1.0,200.27,0.0,5.31,45.42,0.37,1.92,2.91,3.33
2021-02-06 21:00:00,5.4,68,0.0,0.0,16.1,146,2.0,236.99,0.0,4.93,63.66,0.98,8.87,23.22,1.06,1.0,196.93,0.0,4.5,47.92,0.32,1.99,3.16,3.1
2021-02-06 22:00:00,4.3,72,0.0,-0.3,6.4,137,2.0,260.35,0.0,7.03,55.08,1.06,10.9,26.73,1.25,1.0,193.6,0.0,3.56,51.5,0.25,2.46,4.98,2.82
2021-02-06 23:00:00,3.5,74,0.0,-0.7,4.6,129,2.0,273.71,0.0,8.4,47.21,0.86,12.5,29.13,1.55,1.0,188.59,0.0,2.7,55.79,0.16,3.94,9.64,2.63
2021-02-07 00:00:00,4.6,65,0.1,-1.4,5.5,169,2.0,273.71,0.0,8.31,43.63,0.78,13.26,29.91,2.01,1.0,186.92,0.0,1.91,59.37,0.11,5.57,14.0,2.44
2021-02-07 01:00:00,4.0,74,0.1,-0.2,3.8,163,2.0,267.03,0.0,7.71,42.2,0.79,13.55,29.75,2.44,1.0,181.91,0.0,1.31,63.66,0.09,6.58,15.91,2.15
2021-02-07 02:00:00,2.8,99,1.2,2.6,4.7,180,2.0,253.68,0.0,6.51,42.2,0.67,13.17,27.83,2.09,1.0,178.58,0.0,1.06,65.8,0.08,6.97,16.29,2.06
2021-02-07 03:00:00,2.4,99,1.5,2.3,3.1,249,2.0,236.99,0.0,5.06,44.7,0.55,12.29,24.5,1.6,1.0,176.91,0.0,1.01,65.8,0.08,6.37,14.39,2.12
2021-02-07 04:00:00,2.0,100,2.9,2.0,6.5,273,2.0,223.64,0.0,3.73,47.21,0.51,10.77,19.94,1.43,1.0,173.57,0.0,1.01,65.8,0.08,5.31,11.62,2.25
2021-02-07 05:00:00,1.6,100,2.1,1.5,5.8,266,1.0,223.64,0.0,4.07,43.99,0.69,9.79,16.58,1.95,1.0,171.9,0.0,1.06,64.37,0.09,4.57,9.67,2.34
2021-02-07 06:00:00,1.3,100,0.6,1.3,4.3,275,2.0,250.34,0.01,7.28,38.62,1.49,10.04,15.46,3.07,1.0,173.57,0.0,1.44,63.66,0.14,4.49,9.12,2.34
2021-02-07 07:00:00,1.1,100,0.5,1.1,4.9,287,2.0,300.41,0.06,13.37,30.4,2.44,11.69,16.42,3.77,1.0,176.91,0.0,2.27,62.23,0.22,4.69,9.03,2.41
2021-02-07 08:00:00,0.7,100,1.0,0.7,8.1,302,2.0,333.79,0.17,17.82,21.82,2.09,13.12,17.23,2.44,1.0,178.58,0.0,2.7,61.51,0.24,4.67,8.64,2.31
2021-02-07 09:00:00,-0.4,100,1.3,-0.4,8.2,311,2.0,330.45,0.4,16.79,20.56,1.37,12.19,14.88,1.31,1.0,176.91,0.02,2.4,62.23,0.23,4.59,8.73,2.09
2021-02-07 10:00:00,-0.9,100,1.5,-0.9,7.1,311,1.0,270.37,0.25,6.6,31.83,0.66,4.92,5.33,0.69,1.0,176.91,0.15,1.8,64.37,0.21,4.83,10.9,1.88
2021-02-07 11:00:00,-1.4,100,1.8,-1.4,8.7,312,1.0,277.04,0.65,7.37,27.54,0.64,4.07,4.28,0.6,1.0,176.91,0.22,1.63,63.66,0.21,5.34,15.35,1.93
2021-02-07 12:00:00,-2.3,92,1.4,-3.4,8.3,304,1.0,277.04,1.01,7.37,28.25,0.6,4.26,4.43,0.55,1.0,175.24,0.23,1.41,65.09,0.21,5.69,19.05,1.79
2021-02-07 13:00:00,-2.2,90,0.4,-3.5,3.4,342,1.0,273.71,1.08,8.23,31.11,0.6,4.53,4.82,0.68,2.0,171.9,0.08,1.07,69.38,0.19,7.23,29.96,1.24
2021-02-07 14:00:00,-1.9,90,0.1,-3.3,1.8,360,1.0,287.06,1.05,11.31,29.68,0.77,5.32,5.89,1.05,2.0,170.23,0.05,0.92,70.1,0.18,8.05,34.97,1.05
2021-02-07 15:00:00,-1.7,85,0.0,-4.0,1.9,22,1.0,313.76,0.87,15.77,25.75,1.19,6.7,7.51,1.74,2.0,171.9,0.04,1.03,68.67,0.18,7.8,31.92,1.11
2021-02-07 16:00:00,-1.7,85,0.0,-4.0,2.5,82,1.0,343.8,1.27,20.05,22.71,2.03,8.56,9.59,3.04,2.0,175.24,0.02,1.23,68.67,0.19,8.23,30.5,1.09
2021-02-07 17:00:00,-3.0,94,0.0,-3.9,3.4,108,2.0,373.84,0.73,25.36,16.45,2.77,10.4,11.63,3.99,2.0,180.24,0.0,1.29,70.81,0.2,8.65,28.6,0.94
2021-02-07 18:00:00,-3.9,97,0.0,-4.3,5.6,135,2.0,403.88,0.5,28.1,12.16,3.64,12.19,13.67,5.07,2.0,185.25,0.0,1.15,73.67,0.22,7.78,24.97,0.67
2021-02-07 19:00:00,-4.5,98,0.0,-4.8,5.4,138,2.0,433.92,0.47,28.45,12.52,4.65,14.06,15.78,6.27,2.0,188.59,0.0,1.06,74.39,0.25,7.66,24.18,0.48
2021-02-07 20:00:00,-4.9,97,0.0,-5.3,4.4,145,2.0,467.3,0.31,29.13,14.66,5.31,16.38,18.27,7.16,2.0,188.59,0.0,1.09,72.96,0.26,8.31,25.09,0.49
2021-02-07 21:00:00,-4.9,93,0.0,-5.8,4.7,157,2.0,507.36,0.25,30.85,15.91,5.78,19.15,21.22,8.11,2.0,190.26,0.0,1.16,71.53,0.27,9.41,26.67,0.5
2021-02-07 22:00:00,-5.0,89,0.0,-6.5,5.0,159,3.0,540.73,0.19,32.9,16.63,5.78,21.4,23.5,9.12,2.0,190.26,0.0,1.24,70.1,0.24,9.86,26.88,0.55
2021-02-07 23:00:00,-4.9,88,0.0,-6.7,5.0,159,3.0,567.44,0.09,34.62,17.52,5.25,22.78,24.7,10.01,2.0,191.93,0.0,1.31,68.67,0.19,10.0,26.08,0.61
2021-02-08 00:00:00,-5.8,89,0.0,-7.4,5.8,150,3.0,600.82,0.09,37.01,16.99,4.89,24.64,26.42,10.89,2.0,191.93,0.0,1.24,67.23,0.17,10.83,26.91,0.66
2021-02-08 01:00:00,-5.0,88,0.0,-6.7,6.9,152,4.0,614.17,0.08,37.36,15.91,4.47,25.54,27.3,11.78,2.0,190.26,0.0,1.15,65.8,0.17,11.55,26.93,0.67
2021-02-08 02:00:00,-5.0,89,0.0,-6.5,6.0,155,4.0,614.17,0.08,36.33,15.2,3.93,25.37,27.07,12.16,2.0,186.92,0.0,1.03,64.37,0.18,11.33,24.12,0.62
2021-02-08 03:00:00,-4.8,88,0.0,-6.4,6.8,148,3.0,607.49,0.09,33.93,14.48,3.55,24.42,25.99,12.29,2.0,186.92,0.0,0.89,62.94,0.19,10.06,19.2,0.56
2021-02-08 04:00:00,-5.2,87,0.0,-7.1,6.9,141,3.0,574.11,0.09,30.16,14.84,3.25,22.16,23.62,12.54,1.0,186.92,0.0,0.77,63.66,0.2,8.31,14.04,0.49
2021-02-08 05:00:00,-4.7,78,0.0,-7.9,6.1,152,2.0,527.38,0.12,26.73,15.38,3.13,19.86,21.34,13.17,1.0,188.59,0.0,0.76,62.94,0.21,6.64,10.36,0.48
2021-02-08 06:00:00,-4.0,75,0.0,-7.7,4.2,149,2.0,527.38,0.45,27.76,12.7,3.87,19.82,21.72,14.31,1.0,191.93,0.0,0.99,60.8,0.23,5.62,8.23,0.52
2021-02-08 07:00:00,-3.4,76,0.0,-7.0,3.8,139,3.0,594.14,1.69,35.64,6.35,5.54,23.78,26.26,16.09,1.0,196.93,0.0,1.44,58.65,0.29,5.27,7.33,0.6
2021-02-08 08:00:00,-2.2,74,0.0,-6.2,4.8,138,4.0,647.54,4.41,40.1,4.38,4.83,26.95,29.86,10.51,1.0,208.62,0.0,1.8,56.51,0.35,5.46,7.07,0.56
2021-02-08 09:00:00,-0.9,70,0.0,-5.6,4.8,167,4.0,654.22,7.26,37.7,6.8,3.37,27.05,30.23,5.32,1.0,226.97,0.02,2.46,50.78,0.41,6.07,7.13,0.5
2021-02-08 10:00:00,0.1,70,0.0,-4.7,4.5,209,3.0,567.44,6.43,30.5,11.18,2.41,21.51,24.34,3.55,1.0,243.66,0.1,3.3,43.27,0.37,5.82,6.35,0.46
2021-02-08 11:00:00,1.5,63,0.0,-4.8,7.4,231,2.0,460.63,5.81,20.74,20.03,1.86,14.99,17.24,3.14,1.0,253.68,0.36,4.5,33.62,0.36,4.38,4.63,0.45
2021-02-08 12:00:00,1.1,62,0.0,-5.3,6.6,225,2.0,373.84,4.58,14.4,27.9,1.58,10.2,11.99,3.33,1.0,263.69,0.89,5.74,28.61,0.38,3.73,3.86,0.4
2021-02-08 13:00:00,2.1,60,0.0,-4.8,7.6,245,1.0,236.99,0.75,4.11,53.64,0.65,2.04,2.59,1.85,1.0,257.02,0.89,6.0,31.11,0.35,3.72,3.85,0.4
2021-02-08 14:00:00,2.0,63,0.0,-4.4,4.7,247,1.0,223.64,0.37,3.3,55.08,0.6,1.34,1.82,1.79,1.0,250.34,0.51,6.17,35.76,0.33,3.53,3.72,0.49
2021-02-08 15:00:00,1.6,66,0.0,-4.0,3.8,253,1.0,226.97,0.24,4.46,52.93,0.76,1.56,2.1,1.93,1.0,243.66,0.23,6.6,40.05,0.38,3.37,3.62,0.79
2021-02-08 16:00:00,0.9,72,0.0,-3.7,2.3,219,1.0,253.68,0.17,10.2,43.63,1.43,3.07,3.92,2.63,1.0,253.68,0.32,8.74,37.91,0.63,3.98,4.42,2.19
2021-02-08 17:00:00,0.0,81,0.0,-2.8,1.6,243,1.0,300.41,0.1,18.68,30.76,2.56,5.8,7.2,4.18,1.0,267.03,0.14,11.82,31.83,0.87,4.82,5.49,3.67
2021-02-08 18:00:00,-0.7,87,0.0,-2.6,1.1,198,1.0,340.46,0.13,23.99,22.89,3.79,8.3,10.24,5.83,1.0,267.03,0.02,12.51,31.11,1.04,4.98,5.84,4.94
2021-02-08 19:00:00,-1.0,86,0.0,-3.0,2.1,239,2.0,390.53,0.27,28.1,17.17,5.13,11.28,13.77,7.16,1.0,267.03,0.01,11.82,35.05,1.25,4.88,5.87,6.08
2021-02-08 20:00:00,-1.0,88,0.0,-2.8,2.4,117,2.0,433.92,0.41,30.5,12.52,5.48,14.15,16.99,7.03,1.0,260.35,0.01,10.45,39.7,1.31,4.62,5.67,6.78
2021-02-08 21:00:00,-1.0,88,0.0,-2.8,3.6,135,2.0,467.3,0.57,30.85,9.84,4.41,16.14,19.12,5.13,1.0,257.02,0.0,9.25,43.27,1.21,4.36,5.46,7.09
2021-02-08 22:00:00,-1.0,89,0.0,-2.6,3.0,166,2.0,460.63,0.43,27.42,10.91,2.68,15.57,18.29,2.76,1.0,247.0,0.0,8.31,44.7,0.97,4.1,5.14,7.28
2021-02-08 23:00:00,-0.8,89,0.0,-2.4,4.0,190,2.0,413.9,0.14,21.76,15.02,1.52,12.37,14.51,2.0,1.0,240.33,0.0,7.45,44.7,0.73,3.87,4.78,7.66
2021-02-09 00:00:00,-1.1,90,0.0,-2.6,6.0,155,1.0,367.17,0.05,16.45,19.49,0.98,9.56,11.25,1.74,3.0,600.82,0.09,37.01,16.99,4.89,24.64,26.42,10.89
2021-02-09 01:00:00,-0.8,88,0.0,-2.5,7.0,159,1.0,327.11,0.02,12.68,23.6,0.75,7.41,8.79,1.62,4.0,614.17,0.08,37.36,15.91,4.47,25.54,27.3,11.78
2021-02-09 02:00:00,-0.3,88,0.0,-2.1,7.1,165,1.0,300.41,0.01,9.85,27.9,0.64,5.77,6.92,1.49,4.0,614.17,0.08,36.33,15.2,3.93,25.37,27.07,12.16
2021-02-09 03:00:00,0.1,89,0.3,-1.5,5.8,202,1.0,280.38,0.01,8.05,30.76,0.61,4.67,5.67,1.39,3.0,607.49,0.09,33.93,14.48,3.55,24.42,25.99,12.29
2021-02-09 04:00:00,-0.4,100,0.5,-0.4,5.7,235,1.0,270.37,0.01,7.37,32.19,0.56,4.14,5.04,1.24,3.0,574.11,0.09,30.16,14.84,3.25,22.16,23.62,12.54
2021-02-09 05:00:00,-0.6,100,0.4,-0.6,10.1,266,1.0,270.37,0.01,7.54,33.26,0.57,4.07,4.94,1.09,2.0,527.38,0.12,26.73,15.38,3.13,19.86,21.34,13.17
2021-02-09 06:00:00,-1.4,100,0.6,-1.4,6.3,294,1.0,280.38,0.02,9.0,35.05,0.81,4.69,5.6,1.06,2.0,527.38,0.45,27.76,12.7,3.87,19.82,21.72,14.31
2021-02-09 07:00:00,-1.8,100,0.2,-1.8,1.4,180,1.0,297.07,0.04,11.82,35.05,1.09,5.96,6.85,1.03,3.0,594.14,1.69,35.64,6.35,5.54,23.78,26.26,16.09
2021-02-09 08:00:00,-1.4,98,0.0,-1.7,5.4,138,1.0,343.8,0.16,18.51,24.68,1.58,9.01,10.38,1.43,4.0,647.54,4.41,40.1,4.38,4.83,26.95,29.86,10.51
2021-02-09 09:00:00,-0.5,90,0.0,-2.0,5.8,240,2.0,367.17,0.48,21.25,18.24,2.06,11.06,12.84,2.19,4.0,654.22,7.26,37.7,6.8,3.37,27.05,30.23,5.32
2021-02-09 10:00:00,-0.4,89,0.0,-2.0,9.9,251,2.0,367.17,1.3,19.88,17.88,2.3,11.46,13.45,2.82,3.0,567.44,6.43,30.5,11.18,2.41,21.51,24.34,3.55
2021-02-09 11:00:00,-0.5,91,0.0,-1.8,5.4,228,2.0,350.48,1.7,17.48,19.85,1.94,10.62,12.52,2.38,2.0,460.63,5.81,20.74,20.03,1.86,14.99,17.24,3.14
2021-02-09 12:00:00,0.5,86,0.0,-1.6,6.2,187,1.0,327.11,1.52,14.57,23.96,1.57,8.77,10.32,1.95,2.0,373.84,4.58,14.4,27.9,1.58,10.2,11.99,3.33
2021-02-09 13:00:00,2.0,72,0.0,-2.4,8.4,223,1.0,290.39,0.99,10.71,31.47,1.21,5.95,7.02,1.76,1.0,236.99,0.75,4.11,53.64,0.65,2.04,2.59,1.85
2021-02-09 14:00:00,2.8,64,0.0,-3.3,8.5,192,1.0,290.39,1.06,11.48,32.54,1.37,5.62,6.83,2.19,1.0,223.64,0.37,3.3,55.08,0.6,1.34,1.82,1.79
2021-02-09 15:00:00,3.5,60,0.0,-3.6,7.6,205,1.0,293.73,0.99,13.2,33.62,1.7,5.63,6.98,2.79,1.0,226.97,0.24,4.46,52.93,0.76,1.56,2.1,1.93
2021-02-09 16:00:00,2.4,69,0.0,-2.7,4.6,225,1.0,307.08,0.55,16.97,31.83,2.15,6.07,7.6,3.48,1.0,253.68,0.17,10.2,43.63,1.43,3.07,3.92,2.63
2021-02-09 17:00:00,-0.2,84,0.0,-2.5,4.5,194,1.0,320.44,0.14,20.56,28.61,2.41,6.83,8.58,3.9,1.0,300.41,0.1,18.68,30.76,2.56,5.8,7.2,4.18
2021-02-09 18:00:00,0.1,80,0.0,-3.0,3.5,156,1.0,337.12,0.08,21.94,27.54,2.71,7.75,9.81,4.05,1.0,340.46,0.13,23.99,22.89,3.79,8.3,10.24,5.83
2021-02-09 19:00:00,0.8,75,0.0,-3.1,5.1,129,1.0,380.52,0.09,23.31,26.82,3.22,9.87,12.25,4.12,2.0,390.53,0.27,28.1,17.17,5.13,11.28,13.77,7.16
2021-02-09 20:00:00,0.8,78,0.1,-2.6,6.1,135,2.0,433.92,0.1,25.71,23.96,3.43,12.92,15.56,3.96,2.0,433.92,0.41,30.5,12.52,5.48,14.15,16.99,7.03
2021-02-09 21:00:00,0.6,81,0.2,-2.3,6.4,137,2.0,480.65,0.14,27.76,20.74,3.37,15.7,18.57,3.71,2.0,467.3,0.57,30.85,9.84,4.41,16.14,19.12,5.13
2021-02-09 22:00:00,0.2,87,0.3,-1.7,6.9,133,2.0,520.71,0.19,30.16,18.24,2.86,18.09,20.75,3.1,2.0,460.63,0.43,27.42,10.91,2.68,15.57,18.29,2.76
2021-02-09 23:00:00,-0.3,100,0.5,-0.4,4.9,144,3.0,574.11,0.18,32.9,15.2,2.06,20.7,22.9,2.31,2.0,413.9,0.14,21.76,15.02,1.52,12.37,14.51,2.0
2021-02-10 00:00:00,-0.6,97,0.8,-1.0,2.5,270,3.0,627.52,0.18,36.67,11.8,1.55,24.09,26.02,1.77,1.0,367.17,0.05,16.45,19.49,0.98,9.56,11.25,1.74
2021-02-10 01:00:00,-1.0,100,3.7,-1.0,7.3,261,3.0,647.54,0.14,37.36,11.18,1.24,24.65,26.38,1.55,1.0,327.11,0.02,12.68,23.6,0.75,7.41,8.79,1.62
2021-02-10 02:00:00,-1.2,100,3.7,-1.2,6.7,196,3.0,580.79,0.07,31.53,16.27,1.04,20.36,21.7,1.46,1.0,300.41,0.01,9.85,27.9,0.64,5.77,6.92,1.49
2021-02-10 03:00:00,-1.5,100,0.4,-1.6,4.5,209,2.0,473.98,0.03,22.96,23.6,0.95,14.05,15.06,1.44,1.0,280.38,0.01,8.05,30.76,0.61,4.67,5.67,1.39
2021-02-10 04:00:00,-1.6,100,0.1,-1.6,2.5,135,1.0,390.53,0.01,16.45,28.97,0.94,9.8,10.54,1.57,1.0,270.37,0.01,7.37,32.19,0.56,4.14,5.04,1.24
2021-02-10 05:00:00,-1.8,97,0.0,-2.2,4.9,126,1.0,360.49,0.02,14.4,29.33,1.12,8.47,9.14,1.98,1.0,270.37,0.01,7.54,33.26,0.57,4.07,4.94,1.09
2021-02-10 06:00:00,-2.8,98,0.0,-3.1,3.6,135,1.0,383.85,0.12,17.65,24.32,2.0,9.95,10.82,2.76,1.0,280.38,0.02,9.0,35.05,0.81,4.69,5.6,1.06
2021-02-10 07:00:00,-4.0,99,0.0,-4.1,4.3,175,2.0,453.95,0.48,26.05,15.74,3.28,13.96,15.16,3.48,1.0,297.07,0.04,11.82,35.05,1.09,5.96,6.85,1.03
2021-02-10 08:00:00,-0.8,90,0.0,-2.3,4.8,207,2.0,520.71,1.36,32.56,10.1,3.79,17.88,19.53,3.42,1.0,343.8,0.16,18.51,24.68,1.58,9.01,10.38,1.43
2021-02-10 09:00:00,-0.1,91,0.0,-1.4,2.0,225,3.0,554.09,3.58,32.22,12.34,3.67,20.14,22.24,2.98,2.0,367.17,0.48,21.25,18.24,2.06,11.06,12.84,2.19
2021-02-10 10:00:00,0.8,82,0.1,-2.0,5.5,293,2.0,453.95,2.38,22.62,29.33,2.86,13.44,15.05,1.77,2.0,367.17,1.3,19.88,17.88,2.3,11.46,13.45,2.82
2021-02-10 11:00:00,1.3,86,0.1,-0.9,6.9,313,1.0,380.52,1.79,17.31,36.12,2.18,9.35,10.62,1.19,2.0,350.48,1.7,17.48,19.85,1.94,10.62,12.52,2.38
2021-02-10 12:00:00,2.4,65,0.2,-3.6,9.0,331,1.0,340.46,1.65,15.42,37.91,1.71,7.26,8.3,1.11,1.0,327.11,1.52,14.57,23.96,1.57,8.77,10.32,1.95
2021-02-10 13:00:00,2.2,66,0.0,-3.5,9.8,332,1.0,250.34,0.49,5.83,52.93,0.66,2.34,2.72,0.88,1.0,290.39,0.99,10.71,31.47,1.21,5.95,7.02,1.76
2021-02-10 14:00:00,1.2,77,0.5,-2.4,10.1,343,1.0,243.66,0.43,4.8,55.08,0.55,1.97,2.3,0.91,1.0,290.39,1.06,11.48,32.54,1.37,5.62,6.83,2.19
2021-02-10 15:00:00,0.4,93,0.7,-0.6,6.5,360,1.0,250.34,0.46,5.74,54.36,0.67,2.29,2.65,0.91,1.0,293.73,0.99,13.2,33.62,1.7,5.63,6.98,2.79
2021-02-10 16:00:00,-1.0,93,1.0,-2.0,7.3,349,1.0,270.37,0.33,8.48,51.5,0.97,3.17,3.61,1.03,1.0,307.08,0.55,16.97,31.83,2.15,6.07,7.6,3.48
2021-02-10 17:00:00,-1.7,96,0.2,-2.3,5.8,7,1.0,283.72,0.05,11.14,48.64,1.15,3.79,4.29,1.05,1.0,320.44,0.14,20.56,28.61,2.41,6.83,8.58,3.9
2021-02-10 18:00:00,-1.8,100,0.1,-1.8,8.6,2,1.0,280.38,0.0,11.14,46.49,1.06,3.48,3.96,0.93,1.0,337.12,0.08,21.94,27.54,2.71,7.75,9.81,4.05
2021-02-10 19:00:00,-2.2,100,0.2,-2.2,7.2,360,1.0,277.04,0.01,10.37,40.77,0.94,3.1,3.58,0.86,1.0,380.52,0.09,23.31,26.82,3.22,9.87,12.25,4.12
2021-02-10 20:00:00,-3.1,99,0.0,-3.2,6.2,21,1.0,287.06,0.01,9.94,35.05,0.88,3.11,3.61,0.87,2.0,433.92,0.1,25.71,23.96,3.43,12.92,15.56,3.96
2021-02-10 21:00:00,-3.5,99,0.0,-3.7,6.2,10,1.0,303.75,0.02,10.54,29.68,0.92,3.47,4.0,0.91,2.0,480.65,0.14,27.76,20.74,3.37,15.7,18.57,3.71
2021-02-10 22:00:00,-4.1,97,0.0,-4.4,5.9,349,1.0,320.44,0.04,12.68,24.32,1.09,4.43,5.05,1.27,2.0,520.71,0.19,30.16,18.24,2.86,18.09,20.75,3.1
2021-02-10 23:00:00,-4.7,97,0.0,-5.1,5.5,349,1.0,333.79,0.04,14.74,19.49,1.43,5.68,6.37,2.69,3.0,574.11,0.18,32.9,15.2,2.06,20.7,22.9,2.31
2021-02-11 00:00:00,-4.7,98,0.0,-5.0,5.0,21,1.0,337.12,0.04,16.11,16.81,1.64,7.12,7.84,3.83,3.0,627.52,0.18,36.67,11.8,1.55,24.09,26.02,1.77
2021-02-11 01:00:00,-4.9,96,0.0,-5.4,4.4,35,1.0,340.46,0.04,16.79,16.27,1.86,8.54,9.26,4.88,3.0,647.54,0.14,37.36,11.18,1.24,24.65,26.38,1.55
